from_id,to_id,distance_km,travel_time_minutes
417,419,0.359,1.0
417,421,0.583,1.4
417,422,0.538,1.29
417,424,0.36,1.0
417,425,0.66,1.58
417,426,0.569,1.36
417,429,0.585,1.4
417,434,0.564,1.35
417,436,0.314,1.0
417,437,0.608,1.46
417,441,0.599,1.44
417,445,0.513,1.23
417,446,0.303,1.0
417,449,0.187,1.0
417,450,0.155,1.0
418,403,0.438,1.05
418,404,0.44,1.06
418,405,0.506,1.22
418,406,0.567,1.36
418,408,0.341,1.0
418,409,0.293,1.0
418,410,0.218,1.0
418,411,0.247,1.0
418,412,0.411,1.0
418,413,0.683,1.64
418,415,0.679,1.63
418,416,0.426,1.02
418,417,0.517,1.24
418,419,0.215,1.0
418,422,0.485,1.16
418,423,0.646,1.55
418,424,0.65,1.56
418,425,0.256,1.0
418,426,0.353,1.0
418,429,0.072,1.0
418,431,0.424,1.02
418,432,0.465,1.12
418,436,0.653,1.57
418,437,0.55,1.32
418,438,0.504,1.21
418,441,0.686,1.65
418,443,0.625,1.5
418,446,0.235,1.0
418,449,0.485,1.16
418,450,0.476,1.14
419,401,0.505,1.21
419,403,0.225,1.0
419,404,0.271,1.0
419,405,0.384,1.0
419,406,0.361,1.0
419,408,0.159,1.0
419,409,0.181,1.0
419,410,0.433,1.04
419,411,0.353,1.0
419,412,0.51,1.22
419,413,0.674,1.62
419,415,0.655,1.57
419,416,0.495,1.19
419,417,0.359,1.0
419,418,0.215,1.0
419,422,0.559,1.34
419,424,0.435,1.04
419,425,0.452,1.08
419,426,0.253,1.0
419,429,0.263,1.0
419,431,0.494,1.19
419,432,0.624,1.5
419,434,0.543,1.3
419,436,0.584,1.4
419,437,0.395,1.0
419,438,0.606,1.45
419,440,0.688,1.65
419,441,0.497,1.19
419,444,0.669,1.61
419,445,0.634,1.52
419,446,0.2,1.0
419,448,0.612,1.47
419,449,0.279,1.0
419,450,0.38,1.0
420,436,0.635,1.52
420,405,0.714,1.71
420,417,0.717,1.72
421,401,0.339,1.0
421,403,0.498,1.2
421,404,0.586,1.41
421,405,0.675,1.62
421,406,0.407,1.0
421,407,0.621,1.49
421,408,0.626,1.5
421,417,0.583,1.4
421,424,0.282,1.0
421,434,0.283,1.0
421,437,0.577,1.39
421,439,0.542,1.3
421,440,0.689,1.65
421,441,0.408,1.0
421,444,0.642,1.54
421,445,0.084,1.0
421,447,0.433,1.04
421,448,0.518,1.24
421,449,0.472,1.13
422,403,0.673,1.61
422,404,0.534,1.28
422,405,0.452,1.09
422,408,0.532,1.28
422,410,0.488,1.17
422,412,0.086,1.0
422,415,0.311,1.0
422,417,0.538,1.29
422,418,0.485,1.16
422,419,0.559,1.34
422,425,0.366,1.0
422,429,0.539,1.29
422,432,0.25,1.0
422,436,0.393,1.0
422,446,0.365,1.0
422,449,0.663,1.59
422,450,0.387,1.0
423,410,0.551,1.32
423,411,0.445,1.07
423,413,0.554,1.33
423,416,0.368,1.0
423,418,0.646,1.55
423,425,0.675,1.62
423,426,0.695,1.67
423,429,0.573,1.38
423,431,0.365,1.0
423,438,0.244,1.0
423,443,0.273,1.0
424,401,0.224,1.0
424,403,0.217,1.0
424,404,0.334,1.0
424,405,0.455,1.09
424,406,0.165,1.0
424,407,0.629,1.51
424,408,0.351,1.0
424,409,0.458,1.1
424,417,0.36,1.0
424,418,0.65,1.56
424,419,0.435,1.04
424,421,0.282,1.0
424,426,0.476,1.14
424,429,0.695,1.67
424,434,0.211,1.0
424,435,0.634,1.52
424,436,0.668,1.6
424,437,0.381,1.0
424,440,0.6,1.44
424,441,0.282,1.0
424,444,0.558,1.34
424,445,0.199,1.0
424,446,0.538,1.29
424,447,0.585,1.4
424,448,0.44,1.06
424,449,0.204,1.0
424,450,0.509,1.22
425,403,0.658,1.58
425,404,0.605,1.45
425,405,0.614,1.47
425,408,0.533,1.28
425,409,0.548,1.32
425,410,0.129,1.0
425,411,0.422,1.01
425,412,0.28,1.0
425,415,0.649,1.56
425,416,0.592,1.42
425,417,0.66,1.58
425,418,0.256,1.0
425,419,0.452,1.08
425,422,0.366,1.0
425,423,0.675,1.62
425,426,0.606,1.45
425,429,0.264,1.0
425,431,0.588,1.41
425,432,0.234,1.0
425,436,0.68,1.63
425,438,0.624,1.5
425,446,0.361,1.0
425,449,0.689,1.65
425,450,0.561,1.35
426,401,0.422,1.01
426,403,0.347,1.0
426,404,0.481,1.15
426,405,0.616,1.48
426,406,0.49,1.18
426,407,0.648,1.56
426,408,0.379,1.0
426,409,0.073,1.0
426,410,0.536,1.29
426,411,0.288,1.0
426,413,0.433,1.04
426,414,0.464,1.11
426,416,0.335,1.0
426,417,0.569,1.36
426,418,0.353,1.0
426,419,0.253,1.0
426,423,0.695,1.67
426,424,0.476,1.14
426,425,0.606,1.45
426,427,0.573,1.37
426,429,0.348,1.0
426,430,0.58,1.39
426,431,0.337,1.0
426,434,0.477,1.14
426,435,0.514,1.23
426,437,0.211,1.0
426,438,0.463,1.11
426,440,0.466,1.12
426,441,0.38,1.0
426,443,0.53,1.27
426,444,0.458,1.1
426,445,0.649,1.56
426,446,0.45,1.08
426,448,0.437,1.05
426,449,0.422,1.01
426,450,0.624,1.5
427,401,0.654,1.57
427,407,0.45,1.08
427,409,0.646,1.55
427,413,0.285,1.0
427,414,0.135,1.0
427,416,0.57,1.37
427,426,0.573,1.37
427,430,0.106,1.0
427,431,0.575,1.38
427,433,0.192,1.0
427,434,0.7,1.68
427,435,0.28,1.0
427,437,0.492,1.18
427,438,0.63,1.51
427,440,0.285,1.0
427,441,0.584,1.4
427,442,0.296,1.0
427,443,0.562,1.35
427,444,0.331,1.0
427,448,0.453,1.09
428,423,0.822,1.97
428,443,0.858,2.06
428,442,0.867,2.08
429,403,0.488,1.17
429,404,0.506,1.21
429,405,0.577,1.39
429,406,0.623,1.49
429,408,0.403,1.0
429,409,0.298,1.0
429,410,0.191,1.0
429,411,0.184,1.0
429,412,0.462,1.11
429,413,0.635,1.52
429,416,0.366,1.0
429,417,0.585,1.4
429,418,0.072,1.0
429,419,0.263,1.0
429,422,0.539,1.29
429,423,0.573,1.38
429,424,0.695,1.67
429,425,0.264,1.0
429,426,0.348,1.0
429,431,0.362,1.0
429,432,0.49,1.18
429,437,0.554,1.33
429,438,0.436,1.05
429,443,0.559,1.34
429,446,0.307,1.0
429,449,0.541,1.3
429,450,0.548,1.31
430,401,0.59,1.42
430,407,0.346,1.0
430,409,0.653,1.57
430,413,0.369,1.0
430,414,0.211,1.0
430,416,0.634,1.52
430,426,0.58,1.39
430,427,0.106,1.0
430,431,0.639,1.53
430,433,0.275,1.0
430,434,0.631,1.51
430,435,0.189,1.0
430,437,0.463,1.11
430,440,0.207,1.0
430,441,0.523,1.25
430,442,0.398,1.0
430,443,0.652,1.56
430,444,0.253,1.0
430,447,0.668,1.6
430,448,0.379,1.0
431,403,0.665,1.6
431,408,0.652,1.56
431,409,0.365,1.0
431,410,0.468,1.12
431,411,0.178,1.0
431,413,0.304,1.0
431,414,0.439,1.05
431,416,0.005,1.0
431,418,0.424,1.02
431,419,0.494,1.19
431,423,0.365,1.0
431,425,0.588,1.41
431,426,0.337,1.0
431,427,0.575,1.38
431,429,0.362,1.0
431,430,0.639,1.53
431,433,0.651,1.56
431,435,0.672,1.61
431,437,0.501,1.2
431,438,0.127,1.0
431,440,0.633,1.52
431,441,0.685,1.64
431,442,0.577,1.39
431,443,0.212,1.0
431,444,0.649,1.56
431,446,0.636,1.53
431,448,0.686,1.65
432,404,0.697,1.67
432,405,0.655,1.57
432,408,0.658,1.58
432,410,0.357,1.0
432,411,0.656,1.57
432,412,0.194,1.0
432,415,0.56,1.34
432,418,0.465,1.12
432,419,0.624,1.5
432,422,0.25,1.0
432,425,0.234,1.0
432,429,0.49,1.18
432,436,0.638,1.53
432,446,0.471,1.13
432,450,0.592,1.42
433,407,0.615,1.47
433,413,0.349,1.0
433,414,0.265,1.0
433,416,0.647,1.55
433,427,0.192,1.0
433,430,0.275,1.0
433,431,0.651,1.56
433,435,0.462,1.11
433,437,0.676,1.62
433,438,0.671,1.61
433,440,0.473,1.14
433,442,0.16,1.0
433,443,0.573,1.38
433,444,0.521,1.25
433,448,0.644,1.55
434,401,0.057,1.0
434,403,0.37,1.0
434,404,0.525,1.26
434,405,0.657,1.58
434,406,0.371,1.0
434,407,0.421,1.01
434,408,0.511,1.23
434,409,0.491,1.18
434,414,0.677,1.62
434,417,0.564,1.35
434,419,0.543,1.3
434,421,0.283,1.0
434,424,0.211,1.0
434,426,0.477,1.14
434,427,0.7,1.68
434,430,0.631,1.51
434,435,0.45,1.08
434,437,0.301,1.0
434,439,0.518,1.24
434,440,0.424,1.02
434,441,0.125,1.0
434,444,0.379,1.0
434,445,0.227,1.0
434,446,0.692,1.66
434,447,0.4,1.0
434,448,0.254,1.0
434,449,0.39,1.0
435,401,0.415,1.0
435,403,0.688,1.65
435,407,0.191,1.0
435,409,0.579,1.39
435,413,0.465,1.12
435,414,0.323,1.0
435,416,0.668,1.6
435,424,0.634,1.52
435,426,0.514,1.23
435,427,0.28,1.0
435,430,0.189,1.0
435,431,0.672,1.61
435,433,0.462,1.11
435,434,0.45,1.08
435,437,0.343,1.0
435,439,0.547,1.31
435,440,0.048,1.0
435,441,0.352,1.0
435,442,0.575,1.38
435,444,0.077,1.0
435,445,0.67,1.61
435,447,0.497,1.19
435,448,0.197,1.0
436,403,0.552,1.32
436,404,0.376,1.0
436,405,0.228,1.0
436,406,0.504,1.21
436,408,0.456,1.09
436,412,0.448,1.07
436,415,0.146,1.0
436,417,0.314,1.0
436,418,0.653,1.57
436,419,0.584,1.4
436,420,0.635,1.52
436,422,0.393,1.0
436,424,0.668,1.6
436,425,0.68,1.63
436,432,0.638,1.53
436,446,0.423,1.02
436,449,0.5,1.2
436,450,0.206,1.0
437,401,0.243,1.0
437,403,0.36,1.0
437,404,0.532,1.28
437,405,0.68,1.63
437,406,0.466,1.12
437,407,0.448,1.07
437,408,0.459,1.1
437,409,0.258,1.0
437,411,0.494,1.19
437,413,0.47,1.13
437,414,0.426,1.02
437,416,0.498,1.19
437,417,0.608,1.46
437,418,0.55,1.32
437,419,0.395,1.0
437,421,0.577,1.39
437,424,0.381,1.0
437,426,0.211,1.0
437,427,0.492,1.18
437,429,0.554,1.33
437,430,0.463,1.11
437,431,0.501,1.2
437,433,0.676,1.62
437,434,0.301,1.0
437,435,0.343,1.0
437,438,0.624,1.5
437,440,0.296,1.0
437,441,0.185,1.0
437,443,0.657,1.58
437,444,0.274,1.0
437,445,0.509,1.22
437,446,0.59,1.42
437,447,0.611,1.47
437,448,0.228,1.0
437,449,0.426,1.02
438,409,0.489,1.17
438,410,0.497,1.19
438,411,0.263,1.0
438,413,0.345,1.0
438,414,0.499,1.2
438,416,0.129,1.0
438,418,0.504,1.21
438,419,0.606,1.45
438,423,0.244,1.0
438,425,0.624,1.5
438,426,0.463,1.11
438,427,0.63,1.51
438,429,0.436,1.05
438,431,0.127,1.0
438,433,0.671,1.61
438,437,0.624,1.5
438,442,0.57,1.37
438,443,0.129,1.0
439,401,0.546,1.31
439,407,0.359,1.0
439,421,0.542,1.3
439,434,0.518,1.24
439,435,0.547,1.31
439,440,0.57,1.37
439,441,0.555,1.33
439,444,0.54,1.3
439,445,0.577,1.39
439,447,0.119,1.0
439,448,0.494,1.19
440,401,0.385,1.0
440,403,0.644,1.55
440,407,0.221,1.0
440,409,0.531,1.27
440,411,0.7,1.68
440,413,0.44,1.06
440,414,0.307,1.0
440,416,0.629,1.51
440,419,0.688,1.65
440,421,0.689,1.65
440,424,0.6,1.44
440,426,0.466,1.12
440,427,0.285,1.0
440,430,0.207,1.0
440,431,0.633,1.52
440,433,0.473,1.14
440,434,0.424,1.02
440,435,0.048,1.0
440,437,0.296,1.0
440,439,0.57,1.37
440,441,0.319,1.0
440,442,0.575,1.38
440,444,0.047,1.0
440,445,0.648,1.56
440,447,0.511,1.23
440,448,0.172,1.0
441,401,0.072,1.0
441,403,0.371,1.0
441,404,0.543,1.3
441,405,0.686,1.65
441,406,0.419,1.01
441,407,0.37,1.0
441,408,0.504,1.21
441,409,0.409,1.0
441,411,0.669,1.61
441,413,0.63,1.51
441,414,0.554,1.33
441,416,0.682,1.64
441,417,0.599,1.44
441,418,0.686,1.65
441,419,0.497,1.19
441,421,0.408,1.0
441,424,0.282,1.0
441,426,0.38,1.0
441,427,0.584,1.4
441,430,0.523,1.25
441,431,0.685,1.64
441,434,0.125,1.0
441,435,0.352,1.0
441,437,0.185,1.0
441,439,0.555,1.33
441,440,0.319,1.0
441,444,0.276,1.0
441,445,0.35,1.0
441,446,0.67,1.61
441,447,0.447,1.07
441,448,0.16,1.0
441,449,0.413,1.0
442,413,0.301,1.0
442,414,0.298,1.0
442,416,0.573,1.38
442,427,0.296,1.0
442,430,0.398,1.0
442,431,0.577,1.39
442,433,0.16,1.0
442,435,0.575,1.38
442,438,0.57,1.37
442,440,0.575,1.38
442,443,0.457,1.1
442,444,0.621,1.49
443,409,0.569,1.36
443,410,0.626,1.5
443,411,0.379,1.0
443,413,0.283,1.0
443,414,0.442,1.06
443,416,0.211,1.0
443,418,0.625,1.5
443,423,0.273,1.0
443,426,0.53,1.27
443,427,0.562,1.35
443,429,0.559,1.34
443,430,0.652,1.56
443,431,0.212,1.0
443,433,0.573,1.38
443,437,0.657,1.58
443,438,0.129,1.0
443,442,0.457,1.1
444,401,0.341,1.0
444,403,0.612,1.47
444,406,0.687,1.65
444,407,0.203,1.0
444,409,0.52,1.25
444,413,0.475,1.14
444,414,0.347,1.0
444,416,0.645,1.55
444,419,0.669,1.61
444,421,0.642,1.54
444,424,0.558,1.34
444,426,0.458,1.1
444,427,0.331,1.0
444,430,0.253,1.0
444,431,0.649,1.56
444,433,0.521,1.25
444,434,0.379,1.0
444,435,0.077,1.0
444,437,0.274,1.0
444,439,0.54,1.3
444,440,0.047,1.0
444,441,0.276,1.0
444,442,0.621,1.49
444,445,0.602,1.44
444,447,0.474,1.14
444,448,0.125,1.0
444,449,0.668,1.6
445,401,0.278,1.0
445,403,0.415,1.0
445,404,0.51,1.22
445,405,0.607,1.46
445,406,0.33,1.0
445,407,0.607,1.46
445,408,0.545,1.31
445,409,0.642,1.54
445,417,0.513,1.23
445,419,0.634,1.52
445,421,0.084,1.0
445,424,0.199,1.0
445,426,0.649,1.56
445,434,0.227,1.0
445,435,0.67,1.61
445,437,0.509,1.22
445,439,0.577,1.39
445,440,0.648,1.56
445,441,0.35,1.0
445,444,0.602,1.44
445,447,0.463,1.11
445,448,0.476,1.14
445,449,0.392,1.0
445,450,0.668,1.6
446,401,0.664,1.59
446,403,0.327,1.0
446,404,0.244,1.0
446,405,0.275,1.0
446,406,0.41,1.0
446,408,0.187,1.0
446,409,0.376,1.0
446,410,0.402,1.0
446,411,0.468,1.12
446,412,0.326,1.0
446,415,0.47,1.13
446,416,0.638,1.53
446,417,0.303,1.0
446,418,0.235,1.0
446,419,0.2,1.0
446,422,0.365,1.0
446,424,0.538,1.29
446,425,0.361,1.0
446,426,0.45,1.08
446,429,0.307,1.0
446,431,0.636,1.53
446,432,0.471,1.13
446,434,0.692,1.66
446,436,0.423,1.02
446,437,0.59,1.42
446,441,0.67,1.61
446,449,0.34,1.0
446,450,0.24,1.0
447,401,0.432,1.04
447,407,0.322,1.0
447,421,0.433,1.04
447,424,0.585,1.4
447,430,0.668,1.6
447,434,0.4,1.0
447,435,0.497,1.19
447,437,0.611,1.47
447,439,0.119,1.0
447,440,0.511,1.23
447,441,0.447,1.07
447,444,0.474,1.14
447,445,0.463,1.11
447,448,0.406,1.0
448,401,0.219,1.0
448,403,0.52,1.25
448,404,0.695,1.67
448,406,0.579,1.39
448,407,0.226,1.0
448,408,0.645,1.55
448,409,0.486,1.17
448,413,0.56,1.35
448,414,0.452,1.09
448,416,0.683,1.64
448,419,0.612,1.47
448,421,0.518,1.24
448,424,0.44,1.06
448,426,0.437,1.05
448,427,0.453,1.09
448,430,0.379,1.0
448,431,0.686,1.65
448,433,0.644,1.55
448,434,0.254,1.0
448,435,0.197,1.0
448,437,0.228,1.0
448,439,0.494,1.19
448,440,0.172,1.0
448,441,0.16,1.0
448,444,0.125,1.0
448,445,0.476,1.14
448,447,0.406,1.0
448,449,0.568,1.36
449,401,0.379,1.0
449,403,0.075,1.0
449,404,0.135,1.0
449,405,0.273,1.0
449,406,0.082,1.0
449,408,0.155,1.0
449,409,0.375,1.0
449,410,0.698,1.68
449,411,0.621,1.49
449,412,0.647,1.55
449,415,0.621,1.49
449,417,0.187,1.0
449,418,0.485,1.16
449,419,0.279,1.0
449,421,0.472,1.13
449,422,0.663,1.59
449,424,0.204,1.0
449,425,0.689,1.65
449,426,0.422,1.01
449,429,0.541,1.3
449,434,0.39,1.0
449,436,0.5,1.2
449,437,0.426,1.02
449,441,0.413,1.0
449,444,0.668,1.6
449,445,0.392,1.0
449,446,0.34,1.0
449,448,0.568,1.36
449,450,0.318,1.0
450,401,0.697,1.67
450,403,0.358,1.0
450,404,0.184,1.0
450,405,0.065,1.0
450,406,0.345,1.0
450,408,0.251,1.0
450,409,0.555,1.33
450,410,0.628,1.51
450,412,0.402,1.0
450,415,0.306,1.0
450,417,0.155,1.0
450,418,0.476,1.14
450,419,0.38,1.0
450,422,0.387,1.0
450,424,0.509,1.22
450,425,0.561,1.35
450,426,0.624,1.5
450,429,0.548,1.31
450,432,0.592,1.42
450,436,0.206,1.0
450,445,0.668,1.6
450,446,0.24,1.0
450,449,0.318,1.0
451,452,0.274,1.0
451,453,0.46,1.1
451,454,0.66,1.58
451,455,0.207,1.0
451,457,0.551,1.32
451,458,0.696,1.67
451,460,0.683,1.64
451,463,0.604,1.45
451,465,0.393,1.0
451,466,0.578,1.39
451,467,0.265,1.0
451,470,0.206,1.0
451,471,0.141,1.0
451,472,0.116,1.0
451,473,0.488,1.17
451,474,0.133,1.0
451,475,0.491,1.18
451,476,0.572,1.37
451,477,0.415,1.0
451,479,0.178,1.0
451,481,0.648,1.56
451,482,0.092,1.0
451,483,0.119,1.0
451,484,0.541,1.3
451,486,0.343,1.0
451,487,0.064,1.0
451,488,0.519,1.24
451,489,0.315,1.0
451,490,0.545,1.31
451,491,0.39,1.0
451,492,0.05,1.0
451,494,0.065,1.0
451,495,0.384,1.0
451,496,0.547,1.31
451,498,0.262,1.0
451,500,0.461,1.11
452,451,0.274,1.0
452,455,0.067,1.0
452,465,0.667,1.6
452,467,0.539,1.29
452,470,0.479,1.15
452,471,0.415,1.0
452,472,0.389,1.0
452,474,0.407,1.0
452,475,0.217,1.0
452,477,0.141,1.0
452,479,0.096,1.0
452,482,0.181,1.0
452,483,0.393,1.0
452,484,0.267,1.0
452,486,0.617,1.48
452,487,0.209,1.0
452,489,0.041,1.0
452,491,0.116,1.0
452,492,0.324,1.0
452,494,0.208,1.0
452,495,0.658,1.58
452,498,0.536,1.29
452,500,0.187,1.0
453,451,0.46,1.1
453,454,0.2,1.0
453,455,0.667,1.6
453,457,0.092,1.0
453,458,0.236,1.0
453,459,0.317,1.0
453,460,0.224,1.0
453,461,0.371,1.0
453,462,0.578,1.39
453,463,0.144,1.0
453,464,0.457,1.1
453,465,0.067,1.0
453,466,0.118,1.0
453,467,0.195,1.0
453,470,0.254,1.0
453,471,0.319,1.0
453,472,0.344,1.0
453,473,0.028,1.0
453,474,0.326,1.0
453,476,0.113,1.0
453,478,0.435,1.04
453,479,0.638,1.53
453,480,0.55,1.32
453,481,0.188,1.0
453,482,0.552,1.32
453,483,0.34,1.0
453,486,0.117,1.0
453,487,0.524,1.26
453,488,0.059,1.0
453,490,0.086,1.0
453,492,0.41,1.0
453,493,0.263,1.0
453,494,0.525,1.26
453,495,0.076,1.0
453,496,0.087,1.0
453,497,0.366,1.0
453,498,0.197,1.0
453,499,0.243,1.0
454,451,0.66,1.58
454,453,0.2,1.0
454,456,0.675,1.62
454,457,0.109,1.0
454,458,0.036,1.0
454,459,0.117,1.0
454,460,0.023,1.0
454,461,0.17,1.0
454,462,0.378,1.0
454,463,0.057,1.0
454,464,0.257,1.0
454,465,0.267,1.0
454,466,0.082,1.0
454,467,0.395,1.0
454,469,0.677,1.63
454,470,0.454,1.09
454,471,0.519,1.25
454,472,0.545,1.31
454,473,0.172,1.0
454,474,0.527,1.26
454,476,0.088,1.0
454,478,0.235,1.0
454,480,0.35,1.0
454,481,0.012,1.0
454,483,0.541,1.3
454,485,0.627,1.51
454,486,0.317,1.0
454,488,0.142,1.0
454,490,0.115,1.0
454,492,0.61,1.46
454,493,0.063,1.0
454,495,0.276,1.0
454,496,0.114,1.0
454,497,0.166,1.0
454,498,0.398,1.0
454,499,0.042,1.0
455,451,0.207,1.0
455,452,0.067,1.0
455,453,0.667,1.6
455,465,0.6,1.44
455,467,0.472,1.13
455,470,0.413,1.0
455,471,0.348,1.0
455,472,0.323,1.0
455,473,0.695,1.67
455,474,0.34,1.0
455,475,0.284,1.0
455,477,0.208,1.0
455,479,0.029,1.0
455,482,0.115,1.0
455,483,0.326,1.0
455,484,0.333,1.0
455,486,0.55,1.32
455,487,0.143,1.0
455,489,0.108,1.0
455,491,0.183,1.0
455,492,0.257,1.0
455,494,0.142,1.0
455,495,0.591,1.42
455,498,0.469,1.13
455,500,0.254,1.0
456,454,0.675,1.62
456,458,0.639,1.53
456,459,0.558,1.34
456,460,0.651,1.56
456,461,0.504,1.21
456,462,0.297,1.0
456,464,0.418,1.0
456,468,0.149,1.0
456,469,0.003,1.0
456,478,0.44,1.06
456,480,0.325,1.0
456,481,0.687,1.65
456,485,0.047,1.0
456,493,0.612,1.47
456,497,0.509,1.22
456,499,0.632,1.52
457,451,0.551,1.32
457,453,0.092,1.0
457,454,0.109,1.0
457,458,0.145,1.0
457,459,0.225,1.0
457,460,0.132,1.0
457,461,0.279,1.0
457,462,0.486,1.17
457,463,0.052,1.0
457,464,0.366,1.0
457,465,0.158,1.0
457,466,0.027,1.0
457,467,0.286,1.0
457,470,0.346,1.0
457,471,0.41,1.0
457,472,0.436,1.05
457,473,0.063,1.0
457,474,0.418,1.0
457,476,0.021,1.0
457,478,0.343,1.0
457,480,0.459,1.1
457,481,0.097,1.0
457,482,0.644,1.54
457,483,0.432,1.04
457,486,0.208,1.0
457,487,0.616,1.48
457,488,0.033,1.0
457,490,0.006,1.0
457,492,0.501,1.2
457,493,0.172,1.0
457,494,0.617,1.48
457,495,0.167,1.0
457,496,0.005,1.0
457,497,0.275,1.0
457,498,0.289,1.0
457,499,0.151,1.0
458,451,0.696,1.67
458,453,0.236,1.0
458,454,0.036,1.0
458,456,0.639,1.53
458,457,0.145,1.0
458,459,0.081,1.0
458,460,0.013,1.0
458,461,0.134,1.0
458,462,0.342,1.0
458,463,0.092,1.0
458,464,0.221,1.0
458,465,0.303,1.0
458,466,0.118,1.0
458,467,0.431,1.03
458,469,0.641,1.54
458,470,0.49,1.18
458,471,0.555,1.33
458,472,0.58,1.39
458,473,0.208,1.0
458,474,0.563,1.35
458,476,0.124,1.0
458,478,0.199,1.0
458,480,0.314,1.0
458,481,0.048,1.0
458,483,0.577,1.38
458,485,0.591,1.42
458,486,0.353,1.0
458,488,0.177,1.0
458,490,0.151,1.0
458,492,0.646,1.55
458,493,0.027,1.0
458,495,0.312,1.0
458,496,0.149,1.0
458,497,0.13,1.0
458,498,0.434,1.04
458,499,0.007,1.0
459,453,0.317,1.0
459,454,0.117,1.0
459,456,0.558,1.34
459,457,0.225,1.0
459,458,0.081,1.0
459,460,0.093,1.0
459,461,0.054,1.0
459,462,0.261,1.0
459,463,0.173,1.0
459,464,0.141,1.0
459,465,0.384,1.0
459,466,0.199,1.0
459,467,0.512,1.23
459,469,0.561,1.35
459,470,0.571,1.37
459,471,0.636,1.53
459,472,0.661,1.59
459,473,0.289,1.0
459,474,0.643,1.54
459,476,0.204,1.0
459,478,0.118,1.0
459,480,0.233,1.0
459,481,0.129,1.0
459,483,0.657,1.58
459,485,0.511,1.23
459,486,0.434,1.04
459,488,0.258,1.0
459,490,0.231,1.0
459,493,0.054,1.0
459,495,0.392,1.0
459,496,0.23,1.0
459,497,0.049,1.0
459,498,0.514,1.23
459,499,0.074,1.0
460,451,0.683,1.64
460,453,0.224,1.0
460,454,0.023,1.0
460,456,0.651,1.56
460,457,0.132,1.0
460,458,0.013,1.0
460,459,0.093,1.0
460,461,0.147,1.0
460,462,0.354,1.0
460,463,0.08,1.0
460,464,0.234,1.0
460,465,0.29,1.0
460,466,0.105,1.0
460,467,0.418,1.0
460,469,0.654,1.57
460,470,0.478,1.15
460,471,0.542,1.3
460,472,0.568,1.36
460,473,0.195,1.0
460,474,0.55,1.32
460,476,0.111,1.0
460,478,0.211,1.0
460,480,0.327,1.0
460,481,0.035,1.0
460,483,0.564,1.35
460,485,0.604,1.45
460,486,0.34,1.0
460,488,0.165,1.0
460,490,0.138,1.0
460,492,0.633,1.52
460,493,0.04,1.0
460,495,0.299,1.0
460,496,0.137,1.0
460,497,0.143,1.0
460,498,0.421,1.01
460,499,0.019,1.0
461,453,0.371,1.0
461,454,0.17,1.0
461,456,0.504,1.21
461,457,0.279,1.0
461,458,0.134,1.0
461,459,0.054,1.0
461,460,0.147,1.0
461,462,0.207,1.0
461,463,0.227,1.0
461,464,0.087,1.0
461,465,0.437,1.05
461,466,0.252,1.0
461,467,0.565,1.36
461,468,0.653,1.57
461,469,0.507,1.22
461,470,0.625,1.5
461,471,0.689,1.65
461,473,0.342,1.0
461,474,0.697,1.67
461,476,0.258,1.0
461,478,0.064,1.0
461,480,0.18,1.0
461,481,0.182,1.0
461,485,0.457,1.1
461,486,0.487,1.17
461,488,0.312,1.0
461,490,0.285,1.0
461,493,0.107,1.0
461,495,0.446,1.07
461,496,0.284,1.0
461,497,0.004,1.0
461,498,0.568,1.36
461,499,0.128,1.0
462,453,0.578,1.39
462,454,0.378,1.0
462,456,0.297,1.0
462,457,0.486,1.17
462,458,0.342,1.0
462,459,0.261,1.0
462,460,0.354,1.0
462,461,0.207,1.0
462,463,0.434,1.04
462,464,0.12,1.0
462,465,0.645,1.55
462,466,0.46,1.1
462,468,0.446,1.07
462,469,0.3,1.0
462,473,0.55,1.32
462,476,0.465,1.12
462,478,0.143,1.0
462,480,0.028,1.0
462,481,0.39,1.0
462,485,0.25,1.0
462,486,0.695,1.67
462,488,0.519,1.25
462,490,0.492,1.18
462,493,0.315,1.0
462,495,0.653,1.57
462,496,0.491,1.18
462,497,0.211,1.0
462,499,0.335,1.0
463,451,0.604,1.45
463,453,0.144,1.0
463,454,0.057,1.0
463,457,0.052,1.0
463,458,0.092,1.0
463,459,0.173,1.0
463,460,0.08,1.0
463,461,0.227,1.0
463,462,0.434,1.04
463,464,0.314,1.0
463,465,0.21,1.0
463,466,0.025,1.0
463,467,0.338,1.0
463,470,0.398,1.0
463,471,0.462,1.11
463,472,0.488,1.17
463,473,0.115,1.0
463,474,0.47,1.13
463,476,0.031,1.0
463,478,0.291,1.0
463,480,0.406,1.0
463,481,0.045,1.0
463,482,0.696,1.67
463,483,0.484,1.16
463,485,0.684,1.64
463,486,0.261,1.0
463,487,0.668,1.6
463,488,0.085,1.0
463,490,0.058,1.0
463,492,0.554,1.33
463,493,0.12,1.0
463,494,0.669,1.61
463,495,0.219,1.0
463,496,0.057,1.0
463,497,0.223,1.0
463,498,0.341,1.0
463,499,0.099,1.0
464,453,0.457,1.1
464,454,0.257,1.0
464,456,0.418,1.0
464,457,0.366,1.0
464,458,0.221,1.0
464,459,0.141,1.0
464,460,0.234,1.0
464,461,0.087,1.0
464,462,0.12,1.0
464,463,0.314,1.0
464,465,0.524,1.26
464,466,0.339,1.0
464,467,0.652,1.57
464,468,0.566,1.36
464,469,0.42,1.01
